area_m2,precio,banios,alcobas,nombre_cliente,precio_estimado
191,343800000,1,4,Camila Valencia Gonzalez,388288809.41
159,206700000,1,1,Antonia Arrieta Cifuentes,324122984.86
159,206700000,1,4,Sebastian Torres Cifuentes,323211907.33
159,206700000,1,2,Marcela Jimenez Lopez,323819292.35
107,139100000,1,4,Antonia Quintero Salazar,217461941.45
107,139100000,1,1,Laura Alvarez Gonzalez,218373018.98
107,139100000,1,1,Juliana Martinez Jaramillo,218373018.98
107,139100000,1,2,Carolina Rodriguez Garcia,218069326.47
161,241500000,1,1,Sara Patino Alvarez,328190291.24
161,241500000,1,3,Isabella Restrepo Montoya,327582906.22
161,241500000,1,3,Isabella Rodriguez Cifuentes,327582906.22
161,241500000,1,4,Juliana Rodriguez Lopez,327279213.71
161,483000000,1,1,Juan Torres Cano,328190291.24
138,483000000,1,1,Maria Ortiz Quintero,281416267.87
161,483000000,1,1,Juan Patino Garcia,328190291.24
137,150700000,1,2,Mateo Rodriguez Botero,279078922.17
137,301400000,1,2,Mateo Perez Martinez,279078922.17
195,682500000,1,4,Mateo Patino Restrepo,396423422.17
195,682500000,1,2,Juliana Fernandez Munoz,397030807.2
195,682500000,1,4,Mateo Torres Cano,396423422.17
195,682500000,1,3,Andres Uribe Quintero,396727114.69
163,570500000,1,3,Carlos Restrepo Villa,331650212.6
179,626500000,1,1,Valentina Restrepo Quintero,364796048.66
179,626500000,1,4,Mateo Restrepo Quintero,363884971.13
179,626500000,1,2,Andres Arrieta Salazar,364492356.15
123,307500000,1,3,Santiago Gomez Jaramillo,250304085.0
123,307500000,1,1,Juliana Castillo Montoya,250911470.02
123,307500000,1,3,Valentina Fernandez Munoz,250304085.0
153,535500000,1,2,Diego Arboleda Salazar,311617373.21
121,423500000,1,4,Sara Arrieta Mendoza,245933086.11
121,423500000,1,1,Camila Patino Osorio,246844163.64
121,423500000,1,3,Daniel Jimenez Jaramillo,246236778.62
89,311500000,1,3,Maria Alvarez Osorio,181159876.54
178,623000000,1,3,Laura Ortiz Botero,362155010.45
171,427500000,1,4,Santiago Rodriguez Guerrero,347615745.61
163,277100000,1,1,Camila Arboleda Guerrero,332257597.62
163,277100000,1,1,Samuel Castillo Jaramillo,332257597.62
179,304300000,1,4,Maria Hernandez Jaramillo,363884971.13
131,327500000,1,2,Nicole Arrieta Villa,266877003.03
131,327500000,1,4,Diego Torres Gonzalez,266269618.01
195,331500000,1,2,Juliana Restrepo Cifuentes,397030807.2
195,331500000,1,4,Juliana Torres Jaramillo,396423422.17
179,447500000,1,2,Juliana Lopez Herrera,364492356.15
179,447500000,1,1,Daniel Perez Villa,364796048.66
179,447500000,1,2,Sebastian Perez Montoya,364492356.15
179,447500000,1,1,Nicole Diaz Salazar,364796048.66
129,451500000,1,1,Juliana Ortiz Henao,263113389.16
97,339500000,1,4,Sara Uribe Salazar,197125409.55
97,339500000,1,2,Sara Torres Osorio,197732794.57
97,339500000,1,1,Samuel Arrieta Lopez,198036487.08
97,339500000,1,1,Ana Lopez Henao,198036487.08
194,679000000,1,2,Sebastian Valencia Quintero,394997154.01
139,347500000,1,1,Valentina Jimenez Herrera,283449921.06
139,347500000,1,2,Ana Quintero Guerrero,283146228.55
139,347500000,1,4,Antonia Castillo Villa,282538843.53
187,467500000,1,4,Valentina Moreno Jaramillo,380154196.65
187,467500000,1,3,Camila Fernandez Herrera,380457889.16
187,467500000,1,4,Carolina Castillo Montoya,380154196.65
137,479500000,1,1,Nicolás Castro Gonzalez,279382614.68
137,479500000,1,1,Lucas Patino Herrera,279382614.68
137,479500000,1,4,Sofia Cardenas Guerrero,278471537.15
105,367500000,1,2,Mateo Ortiz Acosta,214002020.09
147,367500000,1,1,Camila Diaz Cano,299719146.58
147,367500000,1,1,Carlos Uribe Alvarez,299719146.58
105,367500000,1,2,Nicole Ortiz Botero,214002020.09
147,367500000,1,1,Juan Arboleda Lopez,299719146.58
195,487500000,1,3,David Arboleda Villa,396727114.69
195,487500000,1,4,Antonia Jimenez Gonzalez,396423422.17
195,487500000,1,1,Marcela Perez Jaramillo,397334499.71
195,487500000,1,4,Diego Prieto Botero,396423422.17
171,290700000,1,1,Juliana Arboleda Ramirez,348526823.14
171,290700000,1,2,Sebastian Velez Quintero,348223130.63
181,271500000,1,3,Valentina Valencia Osorio,368255970.02
181,271500000,1,1,Sara Alvarez Mendoza,368863355.04
181,271500000,1,3,Samuel Diaz Herrera,368255970.02
181,543000000,1,3,Isabella Gomez Jaramillo,368255970.02
187,317900000,1,2,Maria Lopez Quintero,380761581.67
155,387500000,1,2,David Ortiz Montoya,315684679.59
155,387500000,1,1,Sara Restrepo Lopez,315988372.1
155,387500000,1,1,Laura Perez Herrera,315988372.1
155,387500000,1,1,Camila Hernandez Herrera,315988372.1
155,387500000,1,4,Lucas Perez Cano,315077294.57
145,507500000,1,3,Andres Quintero Cano,295044455.18
145,507500000,1,4,David Cardenas Mendoza,294740762.67
189,283500000,1,2,Lucas Hernandez Jaramillo,384828888.05
189,283500000,1,4,Andres Martinez Herrera,384221503.03
162,567000000,1,3,Isabella Uribe Acosta,329616559.41
115,287500000,1,3,Antonia Jimenez Alvarez,234034859.48
115,287500000,1,1,Sofia Quintero Salazar,234642244.5
115,287500000,1,1,Mateo Arboleda Osorio,234642244.5
163,407500000,1,3,Sofia Gomez Osorio,331650212.6
163,407500000,1,3,Carlos Arboleda Cano,331650212.6
197,295500000,1,1,Carlos Velez Garcia,401401806.09
197,295500000,1,2,David Restrepo Cano,401098113.58
197,591000000,1,2,Sofia Jimenez Martinez,401098113.58
197,591000000,1,4,David Gomez Restrepo,400490728.56
161,563500000,1,2,Sara Cardenas Jaramillo,327886598.73
177,619500000,1,3,Lucas Torres Guerrero,360121357.26
177,619500000,1,2,Carlos Arrieta Munoz,360425049.77
177,619500000,1,3,Lucas Jimenez Quintero,360121357.26
128,204800000,2,1,Samuel Alvarez Alvarez,260806735.31
95,114000000,2,3,Andres Patino Ramirez,193088795.02
114,228000000,2,2,Nicole Jimenez Salazar,232031898.14
114,228000000,2,1,Antonia Quintero Ramirez,232335590.65
114,228000000,2,3,Valentina Moreno Mendoza,231728205.63
114,228000000,2,2,Sebastian Rodriguez Cano,232031898.14
152,228000000,2,2,Ana Arboleda Martinez,309310719.36
114,228000000,2,1,Antonia Fernandez Cifuentes,232335590.65
152,456000000,2,1,Sara Rodriguez Lopez,309614411.87
114,456000000,2,2,Carlos Quintero Cifuentes,232031898.14
114,456000000,2,4,Andres Restrepo Acosta,231424513.12
98,137200000,2,4,Laura Arboleda Martinez,198886062.08
98,137200000,2,4,Ana Castillo Restrepo,198886062.08
98,274400000,2,2,Carlos Fernandez Mendoza,199493447.1
196,274400000,2,4,Carolina Ortiz Herrera,398184074.71
98,274400000,2,1,Mateo Castillo Garcia,199797139.61
196,548800000,2,2,Camila Uribe Herrera,398791459.73
196,548800000,2,1,Carlos Velez Acosta,399095152.24
124,148800000,2,3,Antonia Restrepo Gonzalez,252064737.53
93,148800000,2,3,Juan Uribe Munoz,189021488.64
93,148800000,2,4,Antonia Gomez Herrera,188717796.13
124,148800000,2,4,Marcela Castillo Guerrero,251761045.02
146,262800000,2,1,Sara Torres Jaramillo,297412492.73
146,262800000,2,3,Santiago Lopez Mendoza,296805107.71
146,262800000,2,4,Valentina Castillo Garcia,296501415.2
86,172000000,2,1,Marcela Castro Alvarez,175393301.33
86,172000000,2,4,Valentina Fernandez Villa,174482223.8
86,172000000,2,1,Santiago Diaz Jaramillo,175393301.33
86,172000000,2,1,Ana Valencia Herrera,175393301.33
86,172000000,2,1,Sofia Diaz Mendoza,175393301.33
86,172000000,2,3,Camila Gomez Cano,174785916.31
86,172000000,2,4,Camila Gomez Alvarez,174482223.8
172,344000000,2,1,Sofia Hernandez Herrera,350287475.68
86,344000000,2,2,Mateo Diaz Jaramillo,175089608.82
172,344000000,2,1,Lucas Fernandez Gonzalez,350287475.68
172,344000000,2,4,Juan Ortiz Mendoza,349376398.14
86,344000000,2,3,Ana Diaz Herrera,174785916.31
172,344000000,2,1,Ana Quintero Salazar,350287475.68
172,688000000,2,3,Carolina Gomez Osorio,349680090.65
172,688000000,2,2,Isabella Alvarez Henao,349983783.16
172,688000000,2,4,Nicolás Castillo Osorio,349376398.14
102,183600000,2,3,Sofia Perez Quintero,207324367.35
108,183600000,2,2,Juan Valencia Jaramillo,219829979.0
102,183600000,2,2,Antonia Diaz Jaramillo,207628059.86
102,183600000,2,1,Carlos Diaz Osorio,207931752.37
102,183600000,2,4,Daniel Martinez Salazar,207020674.84
102,183600000,2,1,Juan Cardenas Jaramillo,207931752.37
122,195200000,2,2,Maria Ortiz Garcia,248301123.66
122,195200000,2,4,Juan Ortiz Jaramillo,247693738.64
122,195200000,2,3,Valentina Martinez Jaramillo,247997431.15
94,103400000,2,3,Carlos Prieto Mendoza,191055141.83
188,206800000,2,3,Isabella Uribe Montoya,382218541.7
94,206800000,2,2,Sofia Arrieta Munoz,191358834.34
188,206800000,2,3,Juan Moreno Villa,382218541.7
188,413600000,2,3,Juliana Castillo Gonzalez,382218541.7
188,413600000,2,3,Daniel Arboleda Cifuentes,382218541.7
84,109200000,2,1,Ana Castro Jaramillo,171325994.95
84,109200000,2,2,Nicolás Martinez Cifuentes,171022302.44
182,218400000,2,1,Marcela Lopez Mendoza,370624007.58
156,218400000,2,2,David Perez Osorio,317445332.12
182,218400000,2,1,Santiago Restrepo Botero,370624007.58
156,218400000,2,4,Valentina Valencia Villa,316837947.1
156,436800000,2,1,Sebastian Perez Cifuentes,317749024.63
156,436800000,2,4,Andres Cardenas Munoz,316837947.1
92,230000000,2,3,Daniel Jimenez Restrepo,186987835.45
115,230000000,2,1,Juan Restrepo Botero,234369243.84
115,230000000,2,2,Laura Lopez Herrera,234065551.33
115,230000000,2,2,Carolina Castro Alvarez,234065551.33
115,230000000,2,4,Andres Jimenez Alvarez,233458166.31
115,230000000,2,1,Valentina Arboleda Herrera,234369243.84
115,230000000,2,4,Sebastian Diaz Salazar,233458166.31
115,230000000,2,3,Andres Quintero Henao,233761858.82
184,460000000,2,3,Sebastian Quintero Munoz,374083928.94
184,460000000,2,3,Diego Castro Jaramillo,374083928.94
115,460000000,2,1,Lucas Patino Cifuentes,234369243.84
116,139200000,2,4,Sara Moreno Munoz,235491819.5
87,139200000,2,1,Antonia Uribe Martinez,177426954.52
87,139200000,2,3,Sara Ortiz Restrepo,176819569.5
116,139200000,2,4,Mateo Uribe Jaramillo,235491819.5
174,278400000,2,2,Juan Hernandez Lopez,354051089.55
174,278400000,2,3,Santiago Moreno Guerrero,353747397.03
151,241600000,2,3,Juliana Arboleda Lopez,306973373.66
151,241600000,2,3,Mateo Arrieta Henao,306973373.66
116,150800000,2,1,Mateo Rodriguez Acosta,236402897.03
116,150800000,2,4,Lucas Moreno Herrera,235491819.5
116,150800000,2,3,Sofia Restrepo Botero,235795512.01
116,150800000,2,2,Ana Hernandez Henao,236099204.52
116,150800000,2,4,Valentina Uribe Cano,235491819.5
116,162400000,2,1,Juan Perez Botero,236402897.03
116,162400000,2,3,Samuel Gomez Jaramillo,235795512.01
116,324800000,2,2,Laura Restrepo Martinez,236099204.52
116,324800000,2,2,Samuel Velez Acosta,236099204.52
116,324800000,2,3,Juliana Fernandez Quintero,235795512.01
87,174000000,2,1,Valentina Jimenez Cano,177426954.52
116,174000000,2,3,Mateo Ortiz Herrera,235795512.01
145,174000000,2,1,Carlos Diaz Cano,295378839.54
145,174000000,2,3,Ana Prieto Osorio,294771454.52
87,174000000,2,4,Daniel Martinez Lopez,176515876.99
116,174000000,2,4,Carolina Rodriguez Gonzalez,235491819.5
87,174000000,2,4,Camila Lopez Jaramillo,176515876.99
116,174000000,2,1,Sebastian Ortiz Acosta,236402897.03
87,174000000,2,2,Nicole Valencia Restrepo,177123262.01
87,174000000,2,2,Maria Torres Jaramillo,177123262.01
116,174000000,2,3,Carolina Uribe Herrera,235795512.01
87,174000000,2,2,Valentina Castro Acosta,177123262.01
116,348000000,2,2,Laura Uribe Alvarez,236099204.52
174,348000000,2,2,Sara Diaz Herrera,354051089.55
174,348000000,2,2,Nicolás Velez Acosta,354051089.55
174,348000000,2,4,Marcela Perez Osorio,353443704.52
174,348000000,2,2,Sofia Valencia Munoz,354051089.55
174,348000000,2,4,Sara Perez Munoz,353443704.52
174,348000000,2,3,Nicolás Perez Montoya,353747397.03
174,696000000,2,1,Sebastian Lopez Guerrero,354354782.06
116,197200000,2,2,Maria Arboleda Botero,236099204.52
87,104400000,2,1,Lucas Perez Gonzalez,177426954.52
87,104400000,2,3,Sebastian Hernandez Quintero,176819569.5
116,208800000,2,4,Antonia Arboleda Munoz,235491819.5
116,208800000,2,1,Sara Fernandez Martinez,236402897.03
174,208800000,2,1,Marcela Perez Cano,354354782.06
116,208800000,2,3,Nicole Rodriguez Botero,235795512.01
116,208800000,2,2,Isabella Patino Cano,236099204.52
116,208800000,2,4,Isabella Uribe Acosta,235491819.5
145,232000000,2,2,Carolina Patino Jaramillo,295075147.03
116,232000000,2,2,Mateo Rodriguez Gonzalez,236099204.52
116,232000000,2,4,Mateo Perez Villa,235491819.5
116,232000000,2,4,Samuel Quintero Restrepo,235491819.5
145,232000000,2,1,Maria Arrieta Henao,295378839.54
145,232000000,2,4,Juliana Arrieta Quintero,294467762.01
116,232000000,2,2,Sara Velez Restrepo,236099204.52
116,232000000,2,4,Laura Alvarez Martinez,235491819.5
116,232000000,2,1,Antonia Perez Munoz,236402897.03
116,464000000,2,2,Juliana Alvarez Lopez,236099204.52
116,464000000,2,3,Isabella Martinez Montoya,235795512.01
87,121800000,2,1,Ana Arboleda Botero,177426954.52
87,121800000,2,3,Antonia Torres Salazar,176819569.5
174,243600000,2,3,Santiago Diaz Restrepo,353747397.03
174,243600000,2,1,David Prieto Alvarez,354354782.06
87,243600000,2,2,Sara Uribe Herrera,177123262.01
87,243600000,2,2,Diego Uribe Jaramillo,177123262.01
174,487200000,2,2,Camila Arrieta Herrera,354051089.55
116,127600000,2,2,Daniel Martinez Martinez,236099204.52
116,127600000,2,3,Daniel Arboleda Herrera,235795512.01
116,127600000,2,3,Mateo Moreno Herrera,235795512.01
116,255200000,2,1,Laura Hernandez Lopez,236402897.03
116,255200000,2,4,Sara Hernandez Martinez,235491819.5
137,164400000,2,4,Camila Restrepo Herrera,278198536.49
80,88000000,2,1,Carlos Uribe Montoya,163191382.19
80,88000000,2,1,Camila Quintero Botero,163191382.19
160,176000000,2,3,Sara Uribe Lopez,325276252.37
88,176000000,2,4,Carolina Arboleda Montoya,178549530.18
88,176000000,2,4,Mateo Arboleda Cifuentes,178549530.18
88,176000000,2,2,Isabella Castillo Villa,179156915.2
88,176000000,2,3,Valentina Quintero Alvarez,178853222.69
88,176000000,2,1,Diego Arboleda Garcia,179460607.71
160,176000000,2,1,Lucas Valencia Villa,325883637.39
160,352000000,2,1,Valentina Alvarez Restrepo,325883637.39
88,352000000,2,1,Diego Gomez Gonzalez,179460607.71
88,352000000,2,2,Valentina Fernandez Herrera,179156915.2
176,352000000,2,4,Marcela Martinez Munoz,357511010.91
88,352000000,2,2,Valentina Velez Villa,179156915.2
176,352000000,2,4,Juan Perez Cifuentes,357511010.91
88,352000000,2,4,Juan Alvarez Jaramillo,178549530.18
88,352000000,2,3,Laura Arboleda Munoz,178853222.69
176,352000000,2,1,Nicole Martinez Ramirez,358422088.44
176,704000000,2,4,Andres Alvarez Osorio,357511010.91
176,704000000,2,3,Valentina Moreno Munoz,357814703.42
176,704000000,2,3,Nicole Torres Alvarez,357814703.42
134,187600000,2,4,Samuel Rodriguez Lopez,272097576.92
134,375200000,2,4,Sara Patino Osorio,272097576.92
134,375200000,2,2,Carolina Lopez Quintero,272704961.94
83,99600000,2,4,Valentina Quintero Cifuentes,168381264.23
166,199200000,2,2,Juan Uribe Henao,337781864.02
166,199200000,2,2,Sebastian Jimenez Jaramillo,337781864.02
139,222400000,2,3,Juliana Velez Gonzalez,282569535.38
90,117000000,2,4,Mateo Ortiz Lopez,182616836.56
90,117000000,2,2,Sebastian Quintero Herrera,183224221.58
90,117000000,2,2,David Alvarez Herrera,183224221.58
90,117000000,2,3,Laura Ortiz Martinez,182920529.07
117,234000000,2,1,Sofia Arboleda Acosta,238436550.22
156,234000000,2,4,Laura Cardenas Restrepo,316837947.1
195,234000000,2,2,Camila Hernandez Garcia,396757806.54
156,234000000,2,4,Carlos Velez Gonzalez,316837947.1
195,234000000,2,1,Carolina Diaz Acosta,397061499.05
117,234000000,2,1,Nicole Gomez Botero,238436550.22
117,234000000,2,3,Sara Moreno Munoz,237829165.2
156,234000000,2,1,Daniel Castillo Herrera,317749024.63
156,234000000,2,4,Nicolás Arrieta Botero,316837947.1
156,234000000,2,4,Ana Arboleda Martinez,316837947.1
130,234000000,2,3,Antonia Moreno Mendoza,264266656.67
195,234000000,2,3,Nicole Ortiz Montoya,396454114.03
117,234000000,2,1,Lucas Castillo Jaramillo,238436550.22
130,234000000,2,2,Marcela Arrieta Jaramillo,264570349.18
117,234000000,2,2,Marcela Ortiz Alvarez,238132857.71
180,234000000,2,4,Sofia Patino Herrera,365645623.67
117,468000000,2,4,Andres Moreno Villa,237525472.69
156,468000000,2,3,Juliana Castillo Jaramillo,317141639.61
179,286400000,2,2,Sofia Moreno Alvarez,364219355.5
86,154800000,2,3,Ana Torres Lopez,174785916.31
86,154800000,2,4,Samuel Restrepo Cifuentes,174482223.8
129,154800000,2,1,Carolina Patino Cifuentes,262840388.5
86,154800000,2,2,Valentina Lopez Cano,175089608.82
129,154800000,2,1,Carolina Arrieta Cano,262840388.5
172,309600000,2,3,Nicolás Prieto Herrera,349680090.65
128,166400000,2,2,Nicolás Fernandez Henao,260503042.8
128,166400000,2,4,Marcela Diaz Munoz,259895657.78
128,166400000,2,2,Antonia Velez Cano,260503042.8
89,178000000,2,2,Carlos Cardenas Ramirez,181190568.39
89,178000000,2,4,Lucas Martinez Acosta,180583183.37
89,178000000,2,3,David Martinez Munoz,180886875.88
89,178000000,2,1,Andres Restrepo Cano,181494260.9
89,178000000,2,4,Ana Martinez Herrera,180583183.37
89,178000000,2,2,David Gomez Alvarez,181190568.39
89,178000000,2,4,Sebastian Prieto Alvarez,180583183.37
178,356000000,2,2,Sebastian Prieto Quintero,362185702.31
178,356000000,2,2,Sebastian Arboleda Herrera,362185702.31
89,356000000,2,1,Sofia Prieto Quintero,181494260.9
178,356000000,2,4,Santiago Diaz Osorio,361578317.29
178,356000000,2,4,Valentina Arrieta Herrera,361578317.29
178,356000000,2,1,Laura Arboleda Munoz,362489394.82
178,356000000,2,2,Laura Velez Cano,362185702.31
178,356000000,2,3,Sebastian Ortiz Herrera,361882009.8
178,356000000,2,4,Andres Perez Gonzalez,361578317.29
178,712000000,2,2,Andres Quintero Jaramillo,362185702.31
158,189600000,2,1,Sebastian Arrieta Herrera,321816331.01
158,189600000,2,3,David Perez Cifuentes,321208945.99
158,189600000,2,3,Sebastian Cardenas Quintero,321208945.99
152,212800000,2,3,David Prieto Jaramillo,309007026.85
133,212800000,2,4,Carlos Diaz Mendoza,270063923.73
152,425600000,2,4,Marcela Jimenez Acosta,308703334.34
102,112200000,2,3,Nicole Fernandez Cano,207324367.35
132,224400000,2,3,Samuel Ortiz Jaramillo,268333963.05
187,224400000,2,1,Camila Moreno Quintero,380792273.53
132,224400000,2,3,Ana Lopez Osorio,268333963.05
102,224400000,2,2,Maria Castillo Henao,207628059.86
132,224400000,2,2,Isabella Rodriguez Herrera,268637655.56
118,236000000,2,4,Sofia Rodriguez Mendoza,239559125.88
118,236000000,2,1,Marcela Lopez Montoya,240470203.41
118,236000000,2,3,Juan Diaz Guerrero,239862818.39
118,236000000,2,3,Maria Castro Quintero,239862818.39
118,236000000,2,3,Isabella Uribe Jaramillo,239862818.39
118,472000000,2,1,Daniel Uribe Munoz,240470203.41
118,472000000,2,1,Andres Prieto Villa,240470203.41
118,472000000,2,3,Carolina Arboleda Herrera,239862818.39
132,145200000,2,3,Diego Perez Alvarez,268333963.05
132,145200000,2,4,Maria Fernandez Henao,268030270.54
132,290400000,2,4,Santiago Velez Herrera,268030270.54
132,290400000,2,4,Valentina Castillo Acosta,268030270.54
98,156800000,2,3,Valentina Uribe Quintero,199189754.59
112,156800000,2,4,Juan Fernandez Jaramillo,227357206.74
112,156800000,2,4,Nicole Fernandez Herrera,227357206.74
112,313600000,2,1,Mateo Perez Osorio,228268284.27
112,313600000,2,4,Nicole Perez Gonzalez,227357206.74
81,129600000,2,1,David Moreno Munoz,165225035.38
81,129600000,2,3,Maria Moreno Cano,164617650.36
162,259200000,2,4,Santiago Uribe Jaramillo,329039866.24
144,259200000,2,1,Ana Fernandez Herrera,293345186.35
90,180000000,2,4,Andres Lopez Alvarez,182616836.56
120,180000000,2,2,Marcela Uribe Gonzalez,244233817.28
90,180000000,2,4,Samuel Castillo Cifuentes,182616836.56
100,180000000,2,3,Sebastian Castillo Mendoza,203257060.97
90,180000000,2,2,Isabella Perez Garcia,183224221.58
150,180000000,2,3,Diego Gomez Guerrero,304939720.47
90,180000000,2,1,Maria Uribe Cano,183527914.09
90,180000000,2,3,Isabella Diaz Gonzalez,182920529.07
90,180000000,2,4,Daniel Gomez Botero,182616836.56
100,180000000,2,4,Maria Quintero Mendoza,202953368.46
100,180000000,2,3,Samuel Ortiz Cano,203257060.97
100,180000000,2,2,Valentina Cardenas Herrera,203560753.48
90,180000000,2,4,Sara Arboleda Alvarez,182616836.56
90,180000000,2,4,Sebastian Gomez Osorio,182616836.56
90,180000000,2,3,Daniel Martinez Herrera,182920529.07
90,180000000,2,2,Camila Arboleda Salazar,183224221.58
120,180000000,2,2,Carolina Perez Salazar,244233817.28
100,180000000,2,4,Carlos Diaz Jaramillo,202953368.46
144,360000000,2,2,Carlos Arboleda Jaramillo,293041493.84
90,360000000,2,3,Ana Rodriguez Herrera,182920529.07
120,360000000,2,2,Andres Patino Cifuentes,244233817.28
120,360000000,2,4,Marcela Jimenez Munoz,243626432.26
90,360000000,2,3,Laura Castro Guerrero,182920529.07
90,360000000,2,4,Sara Prieto Botero,182616836.56
180,360000000,2,1,Lucas Castro Acosta,366556701.2
90,360000000,2,4,Lucas Lopez Ramirez,182616836.56
144,360000000,2,4,Carolina Fernandez Henao,292434108.82
180,360000000,2,1,Santiago Patino Montoya,366556701.2
144,360000000,2,2,Lucas Prieto Martinez,293041493.84
90,360000000,2,1,Nicolás Torres Osorio,183527914.09
144,360000000,2,2,Daniel Lopez Guerrero,293041493.84
180,360000000,2,4,Nicolás Lopez Cifuentes,365645623.67
180,720000000,2,2,Antonia Patino Jaramillo,366253008.69
127,203200000,2,4,Mateo Torres Martinez,257862004.59
179,214800000,2,3,Sofia Patino Jaramillo,363915662.99
113,135600000,2,1,Andres Alvarez Martinez,230301937.46
113,135600000,2,2,Valentina Prieto Botero,229998244.95
85,119000000,2,3,Marcela Jimenez Garcia,172752263.12
85,119000000,2,2,Antonia Rodriguez Munoz,173055955.63
85,119000000,2,3,Sebastian Patino Acosta,172752263.12
170,238000000,2,3,Carolina Patino Botero,345612784.27
119,238000000,2,2,Isabella Uribe Botero,242200164.09
119,238000000,2,2,Daniel Cardenas Restrepo,242200164.09
119,238000000,2,3,Isabella Velez Restrepo,241896471.58
85,238000000,2,2,Maria Ortiz Osorio,173055955.63
119,238000000,2,3,David Valencia Guerrero,241896471.58
140,238000000,2,2,Carlos Martinez Lopez,284906881.08
85,238000000,2,2,Marcela Uribe Restrepo,173055955.63
119,238000000,2,3,Antonia Castillo Acosta,241896471.58
119,238000000,2,2,Santiago Moreno Munoz,242200164.09
136,476000000,2,1,Santiago Castillo Botero,277075960.83
170,476000000,2,4,Sofia Restrepo Villa,345309091.76
136,476000000,2,3,Diego Gomez Acosta,276468575.81
119,476000000,2,2,Samuel Diaz Gonzalez,242200164.09
136,476000000,2,3,Diego Castro Jaramillo,276468575.81
119,476000000,2,4,Laura Lopez Salazar,241592779.07
184,294400000,2,3,Sebastian Cardenas Alvarez,374083928.94
104,124800000,2,4,Sebastian Alvarez Lopez,211087981.22
96,124800000,2,1,Carolina Torres Cano,195729833.23
104,124800000,2,3,Diego Lopez Jaramillo,211391673.73
104,124800000,2,2,Mateo Rodriguez Osorio,211695366.24
96,124800000,2,3,Andres Perez Quintero,195122448.21
104,124800000,2,1,Daniel Valencia Herrera,211999058.75
96,124800000,2,4,Maria Torres Salazar,194818755.7
192,249600000,2,2,Camila Hernandez Cifuentes,390656846.97
156,249600000,2,4,Diego Valencia Jaramillo,316837947.1
142,170400000,2,1,Ana Patino Henao,289277879.97
142,170400000,2,3,Juan Arboleda Cifuentes,288670494.95
130,182000000,2,2,Lucas Fernandez Botero,264570349.18
140,182000000,2,4,Marcela Prieto Lopez,284299496.06
140,182000000,2,4,Andres Hernandez Villa,284299496.06
130,182000000,2,4,Daniel Gomez Mendoza,263962964.16
91,182000000,2,2,Maria Torres Herrera,185257874.77
91,182000000,2,1,Antonia Ortiz Jaramillo,185561567.28
130,182000000,2,4,Marcela Castillo Ramirez,263962964.16
91,182000000,2,4,Sebastian Arboleda Alvarez,184650489.75
104,364000000,2,2,Sara Perez Jaramillo,211695366.24
182,364000000,2,3,Juan Cardenas Salazar,370016622.56
91,364000000,2,1,Sebastian Diaz Munoz,185561567.28
182,364000000,2,3,Nicole Diaz Osorio,370016622.56
182,364000000,2,4,Santiago Fernandez Botero,369712930.05
130,364000000,2,2,Carolina Valencia Mendoza,264570349.18
182,364000000,2,3,Lucas Restrepo Acosta,370016622.56
182,364000000,2,1,Nicole Jimenez Restrepo,370624007.58
104,364000000,2,3,Lucas Prieto Alvarez,211391673.73
182,728000000,2,3,Andres Restrepo Martinez,370016622.56
88,96800000,2,4,Sebastian Fernandez Gonzalez,178549530.18
176,193600000,2,4,Juan Lopez Cano,357511010.91
121,193600000,2,2,Maria Rodriguez Mendoza,246267470.47
88,193600000,2,2,Diego Jimenez Guerrero,179156915.2
176,193600000,2,4,Samuel Patino Montoya,357511010.91
176,193600000,2,1,Valentina Perez Alvarez,358422088.44
176,387200000,2,3,Carlos Castro Herrera,357814703.42
176,387200000,2,2,Diego Martinez Henao,358118395.93
176,387200000,2,3,Juliana Hernandez Quintero,357814703.42
114,205200000,2,2,Ana Hernandez Martinez,232031898.14
171,205200000,2,4,Nicole Hernandez Montoya,347342744.95
114,205200000,2,4,David Patino Mendoza,231424513.12
114,205200000,2,4,Mateo Jimenez Gonzalez,231424513.12
171,205200000,2,4,Carolina Lopez Cano,347342744.95
86,137600000,2,1,David Jimenez Garcia,175393301.33
86,137600000,2,4,Marcela Castro Botero,174482223.8
172,275200000,2,3,Juliana Restrepo Herrera,349680090.65
172,275200000,2,4,Ana Castro Salazar,349376398.14
172,275200000,2,1,Nicolás Uribe Osorio,350287475.68
100,120000000,2,4,Sofia Cardenas Herrera,202953368.46
80,120000000,2,2,Sara Uribe Henao,162887689.68
100,120000000,2,4,Ana Uribe Acosta,202953368.46
120,240000000,2,4,Juan Diaz Jaramillo,243626432.26
120,240000000,2,4,David Uribe Cifuentes,243626432.26
120,240000000,2,3,Antonia Castro Quintero,243930124.77
80,240000000,2,3,Valentina Cardenas Montoya,162583997.17
96,240000000,2,1,Sebastian Alvarez Cifuentes,195729833.23
120,240000000,2,3,Isabella Arrieta Herrera,243930124.77
120,240000000,2,1,Andres Velez Osorio,244537509.79
120,240000000,2,3,Juan Diaz Montoya,243930124.77
96,240000000,2,4,Daniel Uribe Mendoza,194818755.7
96,240000000,2,4,Juliana Prieto Munoz,194818755.7
150,240000000,2,1,David Martinez Botero,305547105.49
120,240000000,2,2,Ana Ortiz Ramirez,244233817.28
120,480000000,2,4,Valentina Restrepo Herrera,243626432.26
